商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1022100,改良种用家牛,412,智利,1108600,千克,3956,头,9494400
1022900,其他家牛，改良种用除...,609,新西兰,6829066,千克,19790,头,42615954
1063990,未列名鸟,311,葡萄牙,846,千克,1687,只,3914704
2012000,鲜或冷的带骨牛肉,609,新西兰,2812,千克,0,—,29352
2013000,鲜或冷的去骨牛肉,402,阿根廷,504130,千克,0,—,3971863
2013000,鲜或冷的去骨牛肉,609,新西兰,1027882,千克,0,—,8468318
2022000,冻带骨牛肉,335,拉脱维亚,91189,千克,0,—,185949
2022000,冻带骨牛肉,402,阿根廷,6261474,千克,0,—,16940422
2022000,冻带骨牛肉,412,智利,1525558,千克,0,—,7772188
2022000,冻带骨牛肉,432,巴拿马,431051,千克,0,—,1351832
2022000,冻带骨牛肉,609,新西兰,4846351,千克,0,—,19247126
2023000,冻去骨牛肉,335,拉脱维亚,7247,千克,0,—,36910
2023000,冻去骨牛肉,347,乌克兰,1058061,千克,0,—,5676944
2023000,冻去骨牛肉,402,阿根廷,27630484,千克,0,—,175648594
2023000,冻去骨牛肉,412,智利,224806,千克,0,—,1635208
2023000,冻去骨牛肉,432,巴拿马,192291,千克,0,—,1079783
2023000,冻去骨牛肉,609,新西兰,14274129,千克,0,—,104950496
2032200,冻带骨猪前腿、猪后腿...,302,丹麦,4875289,千克,0,—,7285979
2032200,冻带骨猪前腿、猪后腿...,311,葡萄牙,109467,千克,0,—,187224
2032200,冻带骨猪前腿、猪后腿...,412,智利,2741014,千克,0,—,4861058
2032900,其他冻猪肉,302,丹麦,9641036,千克,0,—,20536289
2032900,其他冻猪肉,311,葡萄牙,188590,千克,0,—,277353
2032900,其他冻猪肉,331,瑞士,117600,千克,0,—,308437
2032900,其他冻猪肉,412,智利,3837991,千克,0,—,5335984
2042200,鲜或冷的带骨绵羊肉,609,新西兰,26635,千克,0,—,758411
2042300,鲜或冷的去骨绵羊肉,609,新西兰,40923,千克,0,—,630065
2043000,冻整头及半头羔羊肉,322,冰岛,39207,千克,0,—,296899
2043000,冻整头及半头羔羊肉,412,智利,71968,千克,0,—,467793
2043000,冻整头及半头羔羊肉,609,新西兰,91941,千克,0,—,579639
