商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1013090,"其他驴,改良种用除外",146,吉尔吉斯斯坦,212140,千克,2000,头,180000
1051110,"改良种用鸡,改良种用...",609,新西兰,3958,千克,105016,只,1604674
1061110,改良种用灵长目动物,352,捷克,15,千克,6,只,35672
1061110,改良种用灵长目动物,423,危地马拉,15,千克,3,只,54000
1061910,其他改良种用哺乳动物,352,捷克,18,千克,2,只,14583
1062090,未列名爬行动物,434,秘鲁,1565,千克,50000,只,73180
1063290,"其他鹦形目鸟,改良种...",613,所罗门群岛,20,千克,40,只,6018
1063910,其他改良种用鸟,402,阿根廷,113,千克,25,只,575000
1063990,未列名鸟,613,所罗门群岛,40,千克,40,只,24072
1064190,"其他蜂,改良种用除外",353,斯洛伐克,40,千克,5200,只,2558
1064990,"其他昆虫,改良种用除...",331,瑞士,1,千克,3388,只,3864
2021000,冻整头及半头牛肉,609,新西兰,12970,千克,0,—,32340
2022000,冻带骨牛肉,412,智利,213724,千克,0,—,681532
2022000,冻带骨牛肉,609,新西兰,1984223,千克,0,—,5919719
2023000,冻去骨牛肉,402,阿根廷,5316377,千克,0,—,22206141
2023000,冻去骨牛肉,412,智利,67332,千克,0,—,419404
2023000,冻去骨牛肉,609,新西兰,5438234,千克,0,—,30172262
2032200,冻带骨猪前腿、猪后腿...,302,丹麦,1131610,千克,0,—,1729938
2032200,冻带骨猪前腿、猪后腿...,328,罗马尼亚,76220,千克,0,—,162371
2032200,冻带骨猪前腿、猪后腿...,412,智利,1661486,千克,0,—,3050219
2032900,其他冻猪肉,302,丹麦,4040721,千克,0,—,8367547
2032900,其他冻猪肉,328,罗马尼亚,330110,千克,0,—,425879
2032900,其他冻猪肉,412,智利,1588298,千克,0,—,2433564
2044100,冻整头及半头绵羊肉,609,新西兰,135647,千克,0,—,412224
2044200,冻带骨绵羊肉,412,智利,207744,千克,0,—,786096
2044200,冻带骨绵羊肉,609,新西兰,10048638,千克,0,—,38572006
2044300,冻去骨绵羊肉,412,智利,71572,千克,0,—,352190
2044300,冻去骨绵羊肉,609,新西兰,1002738,千克,0,—,2727762
2062900,其他冻牛杂碎,609,新西兰,313299,千克,0,—,1047839
2064900,其他冻猪杂碎,302,丹麦,9715001,千克,0,—,17178193
2064900,其他冻猪杂碎,328,罗马尼亚,367619,千克,0,—,546910
2064900,其他冻猪杂碎,412,智利,1461807,千克,0,—,2471024
2069000,其他冻杂碎（牛、猪杂...,609,新西兰,416497,千克,0,—,1169770
2071200,"整只鸡,冻的",402,阿根廷,49335,千克,0,—,50968
2071311,鲜或冷的带骨鸡块,412,智利,3128,千克,0,—,11267
2071411,带骨的冻鸡块,402,阿根廷,114000,千克,0,—,169573
2071411,带骨的冻鸡块,412,智利,1008,千克,0,—,3326
2071419,其他冻鸡块,402,阿根廷,5500,千克,0,—,16615
2071419,其他冻鸡块,412,智利,3008,千克,0,—,9956
2071421,冻鸡翼（不包括翼尖）,402,阿根廷,2091885,千克,0,—,4754884
2071421,冻鸡翼（不包括翼尖）,412,智利,276086,千克,0,—,926045
2071422,冻鸡爪,402,阿根廷,1534475,千克,0,—,3506492
2071422,冻鸡爪,412,智利,639228,千克,0,—,1666710
2071429,其他冻鸡杂碎,402,阿根廷,158750,千克,0,—,124294
2071429,其他冻鸡杂碎,412,智利,96000,千克,0,—,132101
2089090,其他鲜、冷、冻的肉及...,609,新西兰,30655,千克,0,—,117135
2091000,未炼制或用其他方法提...,302,丹麦,509903,千克,0,—,422310
2091000,未炼制或用其他方法提...,328,罗马尼亚,92560,千克,0,—,83767
2091000,未炼制或用其他方法提...,412,智利,239109,千克,0,—,211990
3011100,淡水观赏鱼,134,斯里兰卡,11,千克,0,—,26
3011100,淡水观赏鱼,247,坦桑尼亚,445,千克,0,—,2653
3011100,淡水观赏鱼,413,哥伦比亚,198,千克,0,—,10865
3011100,淡水观赏鱼,434,秘鲁,274,千克,0,—,17500
3011900,其他观赏鱼,134,斯里兰卡,133,千克,0,—,2976
3019290,"其他活鳗鱼,鱼苗除外",106,缅甸,288,千克,0,—,2706
3019290,"其他活鳗鱼,鱼苗除外",609,新西兰,1136,千克,0,—,10099
3019999,其他活鱼,103,孟加拉国,252090,千克,0,—,976179
3021300,鲜或冷的大麻哈鱼,609,新西兰,20938,千克,0,—,315238
3021410,鲜或冷的大西洋鲑鱼,412,智利,706307,千克,0,—,7317896
3023200,鲜或冷的黄鳍金枪鱼,134,斯里兰卡,772,千克,0,—,9094
3031200,其他冻大麻哈鱼,412,智利,66000,千克,0,—,470625
3031300,冻大西洋鲑鱼及多瑙哲...,412,智利,734405,千克,0,—,5654358
3031400,冻鳟鱼,412,智利,45000,千克,0,—,345283
3032600,冻鳗鱼,103,孟加拉国,2885,千克,0,—,8212
3033110,冻格陵兰庸鲽鱼,302,丹麦,52849,千克,0,—,294192
3033110,冻格陵兰庸鲽鱼,311,葡萄牙,98179,千克,0,—,547366
3033110,冻格陵兰庸鲽鱼,322,冰岛,24960,千克,0,—,170237
3033110,冻格陵兰庸鲽鱼,334,爱沙尼亚,53820,千克,0,—,340086
3033190,其他冻庸鲽鱼,302,丹麦,1550,千克,0,—,10781
3033190,其他冻庸鲽鱼,311,葡萄牙,11346,千克,0,—,87762
3033900,其他冻比目鱼,103,孟加拉国,22342,千克,0,—,27324
3033900,其他冻比目鱼,322,冰岛,11970,千克,0,—,17955
3033900,其他冻比目鱼,334,爱沙尼亚,266916,千克,0,—,400374
3033900,其他冻比目鱼,609,新西兰,1180,千克,0,—,4437
3034200,冻黄鳍金枪鱼,603,斐济,22417,千克,0,—,89939
3034400,冻大眼金枪鱼,603,斐济,2420,千克,0,—,9950
3035300,冻的沙丁鱼、小沙丁鱼...,232,摩洛哥,11000,千克,0,—,11000
3035400,冻鲭鱼,322,冰岛,161900,千克,0,—,162386
3035500,冻的对称竹荚鱼、新西...,609,新西兰,513260,千克,0,—,830757
3035900,冻的鳀鱼、印度鲭、马...,322,冰岛,2838592,千克,0,—,4361050
3035900,冻的鳀鱼、印度鲭、马...,434,秘鲁,27000,千克,0,—,27081
3036300,冻鳕鱼,311,葡萄牙,327890,千克,0,—,982029
3036600,冻狗鳕鱼,402,阿根廷,219123,千克,0,—,438677
3036600,冻狗鳕鱼,609,新西兰,60,千克,0,—,128
3036800,冻蓝鳕鱼,609,新西兰,138840,千克,0,—,209596
3036900,其他冻的犀鳕科、多丝...,402,阿根廷,24498,千克,0,—,41772
3036900,其他冻的犀鳕科、多丝...,609,新西兰,383675,千克,0,—,550024
3038200,冻魟鱼及鳐鱼,103,孟加拉国,14180,千克,0,—,11663
3038200,冻魟鱼及鳐鱼,402,阿根廷,71040,千克,0,—,65080
3038200,冻魟鱼及鳐鱼,609,新西兰,58139,千克,0,—,108030
3038300,冻南极犬牙鱼,609,新西兰,24929,千克,0,—,872506
3038910,冻带鱼,103,孟加拉国,11005,千克,0,—,24284
3038910,冻带鱼,232,摩洛哥,42105,千克,0,—,188552
3038910,冻带鱼,609,新西兰,14520,千克,0,—,43560
3038930,冻鲳鱼,103,孟加拉国,4873,千克,0,—,107677
3038930,冻鲳鱼,402,阿根廷,54303,千克,0,—,152505
3038930,冻鲳鱼,419,厄瓜多尔,26800,千克,0,—,48385
3038930,冻鲳鱼,609,新西兰,64200,千克,0,—,176171
3038990,未列名冻鱼,103,孟加拉国,2860,千克,0,—,2671
3038990,未列名冻鱼,106,缅甸,5347,千克,0,—,11336
3038990,未列名冻鱼,311,葡萄牙,71207,千克,0,—,71253
3038990,未列名冻鱼,322,冰岛,950712,千克,0,—,2185023
3038990,未列名冻鱼,334,爱沙尼亚,26427,千克,0,—,39759
3038990,未列名冻鱼,402,阿根廷,91320,千克,0,—,96697
3038990,未列名冻鱼,609,新西兰,1572252,千克,0,—,3834409
3039100,冻的鱼肝、鱼卵及鱼精,302,丹麦,18150,千克,0,—,121719
3039100,冻的鱼肝、鱼卵及鱼精,322,冰岛,116022,千克,0,—,878564
3039100,冻的鱼肝、鱼卵及鱼精,434,秘鲁,82130,千克,0,—,597066
3039200,冻鲨鱼翅,311,葡萄牙,32296,千克,0,—,149008
3039900,其他冻的可食用鱼杂碎,302,丹麦,126139,千克,0,—,182535
3039900,其他冻的可食用鱼杂碎,322,冰岛,155169,千克,0,—,147018
3039900,其他冻的可食用鱼杂碎,609,新西兰,2465,千克,0,—,2666
3044100,鲜或冷的大麻哈鱼、大...,412,智利,6447,千克,0,—,40017
