商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1022100,改良种用家牛,609,新西兰,3590150,千克,12170,头,23688244
1022900,"其他家牛,改良种用除...",609,新西兰,556075,千克,1885,头,2865395
1051110,"改良种用鸡,改良种用...",609,新西兰,3751,千克,93600,只,1705551
1061110,改良种用灵长目动物,423,危地马拉,70,千克,10,只,20060
1061990,"未列名哺乳动物,改良...",302,丹麦,1,千克,4,只,800
1061990,"未列名哺乳动物,改良...",330,瑞典,0,千克,8,只,1781
1064990,"其他昆虫,改良种用除...",115,以色列,0,千克,100,只,161
1064990,"其他昆虫,改良种用除...",331,瑞士,0,千克,43,只,73
2012000,鲜或冷的带骨牛肉,609,新西兰,232,千克,0,—,2885
2013000,鲜或冷的去骨牛肉,402,阿根廷,277348,千克,0,—,1383172
2013000,鲜或冷的去骨牛肉,609,新西兰,690931,千克,0,—,4442219
2021000,冻整头及半头牛肉,609,新西兰,272301,千克,0,—,614680
2022000,冻带骨牛肉,402,阿根廷,7514266,千克,0,—,15559390
2022000,冻带骨牛肉,412,智利,767137,千克,0,—,2652951
2022000,冻带骨牛肉,432,巴拿马,22804,千克,0,—,47662
2022000,冻带骨牛肉,609,新西兰,3662535,千克,0,—,9762087
2023000,冻去骨牛肉,347,乌克兰,589418,千克,0,—,2550572
2023000,冻去骨牛肉,402,阿根廷,33688328,千克,0,—,136602082
2023000,冻去骨牛肉,412,智利,230138,千克,0,—,1110079
2023000,冻去骨牛肉,609,新西兰,5295233,千克,0,—,27112186
2032190,其他冻整头及半头猪肉,402,阿根廷,134505,千克,0,—,346281
2032200,冻带骨猪前腿、猪后腿...,302,丹麦,6198048,千克,0,—,14630064
2032200,冻带骨猪前腿、猪后腿...,311,葡萄牙,504179,千克,0,—,1316924
2032200,冻带骨猪前腿、猪后腿...,402,阿根廷,250801,千克,0,—,696640
2032200,冻带骨猪前腿、猪后腿...,412,智利,3914985,千克,0,—,12010318
2032900,其他冻猪肉,302,丹麦,22435650,千克,0,—,71552082
2032900,其他冻猪肉,311,葡萄牙,2890669,千克,0,—,8317640
2032900,其他冻猪肉,331,瑞士,69440,千克,0,—,188888
2032900,其他冻猪肉,402,阿根廷,1725225,千克,0,—,4838449
2032900,其他冻猪肉,412,智利,7690185,千克,0,—,26470890
2041000,鲜或冷的整头及半头羔...,609,新西兰,6002,千克,0,—,37811
2042200,鲜或冷的带骨绵羊肉,609,新西兰,25575,千克,0,—,189585
2042300,鲜或冷的去骨绵羊肉,609,新西兰,5506,千克,0,—,54886
2043000,冻整头及半头羔羊肉,412,智利,69914,千克,0,—,395130
2043000,冻整头及半头羔羊肉,609,新西兰,714963,千克,0,—,3980091
2044100,冻整头及半头绵羊肉,609,新西兰,539765,千克,0,—,2676814
2044200,冻带骨绵羊肉,402,阿根廷,44852,千克,0,—,198380
2044200,冻带骨绵羊肉,412,智利,244968,千克,0,—,1174910
2044200,冻带骨绵羊肉,609,新西兰,10414484,千克,0,—,53129126
2044300,冻去骨绵羊肉,412,智利,16167,千克,0,—,98459
2044300,冻去骨绵羊肉,609,新西兰,540127,千克,0,—,2107298
2062900,其他冻牛杂碎,609,新西兰,390940,千克,0,—,1311932
2064100,冻猪肝,302,丹麦,27037,千克,0,—,27037
2064100,冻猪肝,412,智利,312092,千克,0,—,329735
2064900,其他冻猪杂碎,302,丹麦,8844250,千克,0,—,18401037
2064900,其他冻猪杂碎,311,葡萄牙,30080,千克,0,—,91744
2064900,其他冻猪杂碎,331,瑞士,142240,千克,0,—,331710
