商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1012900,"其他马,改良种用除外",302,丹麦,1500,千克,3,头,43696
1012900,"其他马,改良种用除外",609,新西兰,3600,千克,9,头,155696
1013090,"其他驴,改良种用除外",146,吉尔吉斯斯坦,452320,千克,4000,头,360000
1051110,"改良种用鸡,改良种用...",609,新西兰,4262,千克,93617,只,1819937
1061190,"其他灵长目动物,改良...",248,多哥,104,千克,39,只,17151
1061190,"其他灵长目动物,改良...",423,危地马拉,56,千克,8,只,12036
1061910,其他改良种用哺乳动物,246,苏丹,80,千克,70,只,70210
1061910,其他改良种用哺乳动物,353,斯洛伐克,135,千克,30,只,132000
1061990,"未列名哺乳动物,改良...",246,苏丹,96,千克,30,只,18000
1062090,未列名爬行动物,434,秘鲁,247,千克,8233,只,18167
1063910,其他改良种用鸟,229,马里,70,千克,20,只,36108
1063990,未列名鸟,311,葡萄牙,239,千克,500,只,136300
1064190,"其他蜂,改良种用除外",353,斯洛伐克,1120,千克,80000,只,20745
1064990,"其他昆虫,改良种用除...",331,瑞士,1,千克,9,只,70
1069090,"其他活动物,改良种用...",302,丹麦,40,千克,40,只,4988
2012000,鲜或冷的带骨牛肉,609,新西兰,451,千克,0,—,5543
2013000,鲜或冷的去骨牛肉,609,新西兰,336431,千克,0,—,2022332
2022000,冻带骨牛肉,412,智利,327717,千克,0,—,1059033
2022000,冻带骨牛肉,609,新西兰,2726185,千克,0,—,8948700
2023000,冻去骨牛肉,402,阿根廷,12653187,千克,0,—,55769582
2023000,冻去骨牛肉,412,智利,108801,千克,0,—,570417
2023000,冻去骨牛肉,609,新西兰,6660342,千克,0,—,37048733
2032200,冻带骨猪前腿、猪后腿...,302,丹麦,192698,千克,0,—,145354
2032200,冻带骨猪前腿、猪后腿...,412,智利,1939084,千克,0,—,3140111
2032900,其他冻猪肉,302,丹麦,5617873,千克,0,—,12620107
2032900,其他冻猪肉,412,智利,2196645,千克,0,—,2635529
2041000,鲜或冷的整头及半头羔...,609,新西兰,18,千克,0,—,152
2042100,鲜或冷的整头及半头绵...,609,新西兰,35253,千克,0,—,158638
2042200,鲜或冷的带骨绵羊肉,609,新西兰,41918,千克,0,—,302040
2042300,鲜或冷的去骨绵羊肉,609,新西兰,3620,千克,0,—,43735
2043000,冻整头及半头羔羊肉,609,新西兰,1215,千克,0,—,8937
2044100,冻整头及半头绵羊肉,412,智利,41418,千克,0,—,136502
2044100,冻整头及半头绵羊肉,609,新西兰,902804,千克,0,—,3904376
2044200,冻带骨绵羊肉,412,智利,285484,千克,0,—,1155816
2044200,冻带骨绵羊肉,609,新西兰,14179641,千克,0,—,62068363
2044300,冻去骨绵羊肉,412,智利,10225,千克,0,—,41980
2044300,冻去骨绵羊肉,609,新西兰,757627,千克,0,—,2446766
2062900,其他冻牛杂碎,609,新西兰,452603,千克,0,—,1576878
2064100,冻猪肝,412,智利,24006,千克,0,—,9631
2064900,其他冻猪杂碎,302,丹麦,11721489,千克,0,—,18732473
2064900,其他冻猪杂碎,412,智利,2979852,千克,0,—,4352633
2069000,其他冻杂碎（牛、猪杂...,609,新西兰,421137,千克,0,—,1481753
2071200,"整只鸡,冻的",402,阿根廷,87514,千克,0,—,107071
2071411,带骨的冻鸡块,402,阿根廷,184050,千克,0,—,234467
2071411,带骨的冻鸡块,412,智利,5008,千克,0,—,15926
2071421,冻鸡翼（不包括翼尖）,402,阿根廷,1952875,千克,0,—,4284345
2071421,冻鸡翼（不包括翼尖）,412,智利,305635,千克,0,—,1093488
2071422,冻鸡爪,402,阿根廷,1655132,千克,0,—,4228660
2071422,冻鸡爪,412,智利,577004,千克,0,—,1650009
2071429,其他冻鸡杂碎,402,阿根廷,105310,千克,0,—,55388
2071429,其他冻鸡杂碎,412,智利,192000,千克,0,—,124557
2072700,"火鸡块及杂碎,冻的",412,智利,109890,千克,0,—,270472
2089090,其他鲜、冷、冻的肉及...,609,新西兰,46410,千克,0,—,178272
2091000,未炼制或用其他方法提...,302,丹麦,90,千克,0,—,85
2091000,未炼制或用其他方法提...,412,智利,48064,千克,0,—,30546
3011100,淡水观赏鱼,134,斯里兰卡,0,千克,0,—,8
3011100,淡水观赏鱼,236,尼日利亚,33,千克,0,—,2146
3011100,淡水观赏鱼,247,坦桑尼亚,783,千克,0,—,12185
3011100,淡水观赏鱼,413,哥伦比亚,455,千克,0,—,35844
3011100,淡水观赏鱼,434,秘鲁,776,千克,0,—,41233
3011900,其他观赏鱼,134,斯里兰卡,244,千克,0,—,6426
