商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1022100,改良种用家牛,609,新西兰,403000,千克,1300,头,21479640
1022900,"其他家牛,改良种用除...",609,新西兰,688200,千克,2220,头,21670410
1051110,"改良种用鸡,改良种用...",609,新西兰,6381,千克,142299,只,20657978
1061110,改良种用灵长目动物,352,捷克,40,千克,8,只,138104
2012000,鲜或冷的带骨牛肉,609,新西兰,1740,千克,0,—,127870
2013000,鲜或冷的去骨牛肉,402,阿根廷,22965,千克,0,—,927674
2013000,鲜或冷的去骨牛肉,609,新西兰,398222,千克,0,—,18921596
2021000,冻整头及半头牛肉,609,新西兰,32079,千克,0,—,886572
2022000,冻带骨牛肉,402,阿根廷,3837192,千克,0,—,96167217
2022000,冻带骨牛肉,412,智利,742192,千克,0,—,22349292
2022000,冻带骨牛肉,432,巴拿马,131502,千克,0,—,2412844
2022000,冻带骨牛肉,609,新西兰,1647158,千克,0,—,41177930
2023000,冻去骨牛肉,347,乌克兰,315968,千克,0,—,11441901
2023000,冻去骨牛肉,402,阿根廷,26028640,千克,0,—,1019472961
2023000,冻去骨牛肉,412,智利,487525,千克,0,—,18009343
2023000,冻去骨牛肉,432,巴拿马,155049,千克,0,—,5685622
2023000,冻去骨牛肉,609,新西兰,8577213,千克,0,—,380372813
2032200,冻带骨猪前腿、猪后腿...,302,丹麦,6104037,千克,0,—,132649612
2032200,冻带骨猪前腿、猪后腿...,311,葡萄牙,209960,千克,0,—,5462463
2032200,冻带骨猪前腿、猪后腿...,402,阿根廷,83745,千克,0,—,1966753
2032200,冻带骨猪前腿、猪后腿...,412,智利,1418231,千克,0,—,29895450
2032900,其他冻猪肉,302,丹麦,13090126,千克,0,—,329012415
2032900,其他冻猪肉,311,葡萄牙,541381,千克,0,—,13388635
2032900,其他冻猪肉,331,瑞士,70000,千克,0,—,1593345
2032900,其他冻猪肉,402,阿根廷,517483,千克,0,—,12066472
2032900,其他冻猪肉,412,智利,5412455,千克,0,—,134858595
2042200,鲜或冷的带骨绵羊肉,609,新西兰,1495,千克,0,—,280222
2042300,鲜或冷的去骨绵羊肉,609,新西兰,3017,千克,0,—,239469
2043000,冻整头及半头羔羊肉,412,智利,21328,千克,0,—,738485
2043000,冻整头及半头羔羊肉,609,新西兰,148199,千克,0,—,6495932
2044100,冻整头及半头绵羊肉,609,新西兰,1830166,千克,0,—,66926136
2044200,冻带骨绵羊肉,412,智利,85607,千克,0,—,3609065
2044200,冻带骨绵羊肉,609,新西兰,12051946,千克,0,—,467826507
2044300,冻去骨绵羊肉,412,智利,15,千克,0,—,470
2044300,冻去骨绵羊肉,609,新西兰,493933,千克,0,—,16225395
2062200,冻牛肝,609,新西兰,4808,千克,0,—,26486
2062900,其他冻牛杂碎,609,新西兰,353186,千克,0,—,11711051
2064100,冻猪肝,302,丹麦,27064,千克,0,—,217769
2064100,冻猪肝,412,智利,432152,千克,0,—,3378828
2064900,其他冻猪杂碎,302,丹麦,5063339,千克,0,—,85022835
2064900,其他冻猪杂碎,412,智利,1966847,千克,0,—,33625582
2069000,其他冻杂碎（牛、猪杂...,609,新西兰,219725,千克,0,—,7381714
2071200,"整只鸡,冻的",347,乌克兰,5184,千克,0,—,63548
2071200,"整只鸡,冻的",402,阿根廷,1801815,千克,0,—,18172321
2071311,鲜或冷的带骨鸡块,402,阿根廷,3720,千克,0,—,50796
2071411,带骨的冻鸡块,402,阿根廷,1582205,千克,0,—,15012311
2071411,带骨的冻鸡块,412,智利,383085,千克,0,—,5160189
2071419,其他冻鸡块,402,阿根廷,319035,千克,0,—,4830194
2071419,其他冻鸡块,412,智利,143760,千克,0,—,2363126
2071421,冻鸡翼（不包括翼尖）,402,阿根廷,2984700,千克,0,—,58132940
2071421,冻鸡翼（不包括翼尖）,412,智利,574560,千克,0,—,14460590
2071422,冻鸡爪,402,阿根廷,2135015,千克,0,—,43945466
2071422,冻鸡爪,412,智利,861388,千克,0,—,22046755
2071429,其他冻鸡杂碎,402,阿根廷,444970,千克,0,—,3761532
2071429,其他冻鸡杂碎,412,智利,170348,千克,0,—,3097111
2072700,"火鸡块及杂碎,冻的",412,智利,691270,千克,0,—,13241860
2089090,其他鲜、冷、冻的肉及...,609,新西兰,207584,千克,0,—,9209964
2091000,未炼制或用其他方法提...,302,丹麦,322795,千克,0,—,4676628
2091000,未炼制或用其他方法提...,412,智利,791088,千克,0,—,11545091
3011100,淡水观赏鱼,434,秘鲁,10,千克,0,—,50262
3011900,其他观赏鱼,134,斯里兰卡,37,千克,0,—,27451
3019210,鳗鱼苗,232,摩洛哥,2403,千克,0,—,1654345
3019290,"其他活鳗鱼,鱼苗除外",106,缅甸,85,千克,0,—,5559
3019290,"其他活鳗鱼,鱼苗除外",609,新西兰,2000,千克,0,—,159865
3019999,其他活鱼,103,孟加拉国,91922,千克,0,—,2622015
3021300,鲜或冷的大麻哈鱼,609,新西兰,3251,千克,0,—,361993
3021410,鲜或冷的大西洋鲑鱼,322,冰岛,9321,千克,0,—,658642
3021410,鲜或冷的大西洋鲑鱼,412,智利,309168,千克,0,—,20032550
3028990,其他鲜或冷的鱼,134,斯里兰卡,2029,千克,0,—,63593
3031200,其他冻大麻哈鱼,412,智利,487870,千克,0,—,17611909
3031300,冻大西洋鲑鱼及多瑙哲...,412,智利,780689,千克,0,—,32119115
3031400,冻鳟鱼,302,丹麦,19933,千克,0,—,791417
3031400,冻鳟鱼,412,智利,379450,千克,0,—,15170363
3032400,冻鲶鱼,106,缅甸,36000,千克,0,—,242595
3033110,冻格陵兰庸鲽鱼,311,葡萄牙,162644,千克,0,—,7174331
3033110,冻格陵兰庸鲽鱼,322,冰岛,146922,千克,0,—,5083869
3033110,冻格陵兰庸鲽鱼,334,爱沙尼亚,26967,千克,0,—,1197479
3033200,冻鲽鱼,322,冰岛,1200,千克,0,—,8261
3033300,冻鳎鱼,106,缅甸,78000,千克,0,—,835528
3033900,其他冻比目鱼,103,孟加拉国,200719,千克,0,—,1696453
3034200,冻黄鳍金枪鱼,134,斯里兰卡,12918,千克,0,—,349831
3034400,冻大眼金枪鱼,134,斯里兰卡,12649,千克,0,—,343396
3034510,冻大西洋蓝鳍金枪鱼,232,摩洛哥,7972,千克,0,—,1418354
3035100,冻鲱鱼,334,爱沙尼亚,83160,千克,0,—,362124
3035300,冻的沙丁鱼、小沙丁鱼...,334,爱沙尼亚,101460,千克,0,—,468503
3035400,冻鲭鱼,322,冰岛,800252,千克,0,—,8915986
3035500,冻的对称竹荚鱼、新西...,609,新西兰,873460,千克,0,—,12054815
3035900,冻的鳀鱼、印度鲭、马...,103,孟加拉国,4000,千克,0,—,69052
3035900,冻的鳀鱼、印度鲭、马...,434,秘鲁,24250,千克,0,—,168287
3036300,冻鳕鱼,311,葡萄牙,163641,千克,0,—,4956976
3036300,冻鳕鱼,322,冰岛,25688,千克,0,—,247180
3036400,冻黑线鳕鱼,322,冰岛,1222,千克,0,—,8438
3036600,冻狗鳕鱼,402,阿根廷,174431,千克,0,—,2615754
3036600,冻狗鳕鱼,609,新西兰,37076,千克,0,—,678554
3036800,冻蓝鳕鱼,609,新西兰,1315869,千克,0,—,13892035
3036900,其他冻的犀鳕科、多丝...,412,智利,26680,千克,0,—,368459
3036900,其他冻的犀鳕科、多丝...,609,新西兰,519615,千克,0,—,5731489
3038100,冻角鲨及其他鲨鱼,609,新西兰,1812,千克,0,—,15010
3038200,冻魟鱼及鳐鱼,103,孟加拉国,16080,千克,0,—,122187
3038200,冻魟鱼及鳐鱼,609,新西兰,1477,千克,0,—,19361
3038300,冻南极犬牙鱼,402,阿根廷,80607,千克,0,—,12057630
3038300,冻南极犬牙鱼,412,智利,75393,千克,0,—,14350170
3038910,冻带鱼,103,孟加拉国,38016,千克,0,—,497601
3038910,冻带鱼,106,缅甸,416000,千克,0,—,5597760
3038910,冻带鱼,419,厄瓜多尔,333300,千克,0,—,3962382
3038920,冻黄鱼,106,缅甸,52000,千克,0,—,794697
3038930,冻鲳鱼,419,厄瓜多尔,159430,千克,0,—,1856560
3038990,未列名冻鱼,103,孟加拉国,65500,千克,0,—,837629
3038990,未列名冻鱼,106,缅甸,26000,千克,0,—,236055
3038990,未列名冻鱼,134,斯里兰卡,2160,千克,0,—,28028
3038990,未列名冻鱼,232,摩洛哥,21080,千克,0,—,416302
3038990,未列名冻鱼,311,葡萄牙,138179,千克,0,—,2026435
3038990,未列名冻鱼,322,冰岛,416699,千克,0,—,8287269
3038990,未列名冻鱼,334,爱沙尼亚,77011,千克,0,—,538840
3038990,未列名冻鱼,402,阿根廷,84700,千克,0,—,693581
